country_code,region_name,iata,icao,airport,latitude,longitude
US,Florida,VNC,KVNC,Venice Municipal Airport,27.0716,-82.4403
US,Florida,VPS,KVPS,Destin-Fort Walton Beach Airport / Eglin Air Force Base,30.4832,-86.5254
US,Florida,VQQ,KVQQ,Cecil Airport,30.2187,-81.8767
US,Florida,VRB,KVRB,Vero Beach Regional Airport,27.6556,-80.4179
US,Florida,ZPH,KZPH,Zephyrhills Municipal Airport,28.2282,-82.1559
US,Georgia,ABY,KABY,Southwest Georgia Regional Airport,31.5355,-84.1945
US,Georgia,AGS,KAGS,Augusta Regional Airport at Bush Field,33.3699,-81.9645
US,Georgia,AHN,KAHN,Athens Ben Epps Airport,33.9486,-83.3263
US,Georgia,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
US,Georgia,AYS,KAYS,Waycross-Ware County Airport,31.2491,-82.3955
US,Georgia,BGE,KBGE,Decatur County Industrial Air Park,30.9715,-84.6374
US,Georgia,BQK,KBQK,Brunswick Golden Isles Airport,31.2588,-81.4665
US,Georgia,CSG,KCSG,Columbus Airport,32.5163,-84.9389
US,Georgia,DBN,KDBN,W. H. 'Bud' Barron Airport,32.5644,-82.9853
US,Georgia,DNL,KDNL,Daniel Field,33.4665,-82.0394
US,Georgia,DNN,KDNN,Dalton Municipal Airport,34.7229,-84.8702
US,Georgia,FTY,KFTY,Fulton County Airport (Charlie Brown Field),33.7791,-84.5214
US,Georgia,GVL,KGVL,Lee Gilmer Memorial Airport,34.2726,-83.8302
US,Georgia,LGC,KLGC,LaGrange Callaway Airport,33.0089,-85.0726
US,Georgia,LIY,KLHW,MidCoast Regional Airport at Wright Army Airfield,31.8891,-81.5623
US,Georgia,LSF,KLSF,Lawson Army Airfield,32.3373,-84.9913
US,Georgia,LZU,KLZU,Gwinnett County Airport (Briscoe Field),33.9781,-83.9624
US,Georgia,MAC,KMAC,Macon Downtown Airport,32.8221,-83.562
US,Georgia,MCN,KMCN,Middle Georgia Regional Airport,32.6928,-83.6492
US,Georgia,MGE,KMGE,Dobbins Air Reserve Base,33.9154,-84.5163
US,Georgia,MGR,KMGR,Moultrie Municipal Airport,31.0849,-83.8033
US,Georgia,MLJ,KMLJ,Baldwin County Airport,33.1542,-83.2407
US,Georgia,MQW,KMQW,Telfair-Wheeler Airport,32.0946,-82.8822
US,Georgia,MUL,KMUL,Spence Airport,31.1378,-83.7042
US,Georgia,PDK,KPDK,DeKalb-Peachtree Airport,33.8756,-84.302
US,Georgia,PIM,KPIM,Harris County Airport,32.8407,-84.8824
US,Georgia,RMG,KRMG,Richard B. Russell Airport,34.3506,-85.158
US,Georgia,SAV,KSAV,Savannah/Hilton Head International Airport,32.1276,-81.2021
US,Georgia,SSI,KSSI,Malcolm McKinnon Airport,31.1518,-81.3913
US,Georgia,SVN,KSVN,Hunter Army Airfield,32.01,-81.1457
US,Georgia,SYV,KSYV,Sylvester Airport,31.5585,-83.8957
US,Georgia,TBR,KTBR,Statesboro-Bulloch County Airport,32.4827,-81.7369
US,Georgia,TMA,KTMA,Henry Tift Myers Airport,31.429,-83.4885
US,Georgia,TOC,KTOC,Toccoa Airport (R.G. LeTourneau Field),34.5938,-83.2958
US,Georgia,TVI,KTVI,Thomasville Regional Airport,30.9016,-83.8813
US,Georgia,VAD,KVAD,Moody Air Force Base,30.9678,-83.193
US,Georgia,VDI,KVDI,Vidalia Regional Airport,32.1927,-82.3712
US,Georgia,VLD,KVLD,Valdosta Regional Airport,30.7825,-83.2767
US,Georgia,WDR,KWDR,Barrow County Airport,33.9829,-83.6674
US,Georgia,WRB,KWRB,Robins Air Force Base,32.6401,-83.5919
US,Idaho,BOI,KBOI,Boise Air Terminal (Gowen Field),43.5644,-116.223
US,Idaho,BYI,KBYI,Burley Municipal Airport,42.5426,-113.772
US,Idaho,CHL,KLLJ,Challis Airport,44.523,-114.218
US,Idaho,COE,KCOE,Coeur d'Alene Airport,47.7743,-116.82
US,Idaho,DBS,,Dubois Municipal Airport,44.1666,-112.226
US,Idaho,GNG,KGNG,Gooding Municipal Airport,42.9172,-114.765
US,Idaho,ICS,,Cascade Airport,44.4938,-116.016
US,Idaho,IDA,KIDA,Idaho Falls Regional Airport,43.5136,-112.071
US,Idaho,IDH,KGIC,Idaho County Airport,45.9426,-116.123
US,Idaho,LWS,KLWS,Lewiston-Nez Perce County Airport,46.3745,-117.015
US,Idaho,MLD,KMLD,Malad City Airport,42.1666,-112.297
US,Idaho,MUO,KMUO,Mountain Home Air Force Base,43.0436,-115.872
US,Idaho,MYL,KMYL,McCall Municipal Airport,44.8897,-116.101
US,Idaho,PIH,KPIH,Pocatello Regional Airport,42.9098,-112.596
US,Idaho,RXE,KRXE,Rexburg-Madison County Airport,43.8339,-111.805
US,Idaho,SMN,KSMN,Lemhi County Airport,45.1238,-113.881
US,Idaho,SUN,KSUN,Friedman Memorial Airport,43.5044,-114.296
US,Idaho,TWF,KTWF,Magic Valley Regional Airport (Joslin Field),42.4818,-114.488
US,Illinois,ALN,KALN,St. Louis Regional Airport,38.8903,-90.046
US,Illinois,AUZ,KARR,Aurora Municipal Airport,41.7719,-88.4757
US,Illinois,BDF,,Rinkenberger RLA Airport,41.2309,-89.6157
US,Illinois,BLV,KBLV,MidAmerica St. Louis Airport / Scott Air Force Base,38.5452,-89.8352
US,Illinois,BMI,KBMI,Central Illinois Regional Airport,40.4771,-88.9159
US,Illinois,CIR,KCIR,Cairo Regional Airport,37.0645,-89.2196
US,Illinois,CMI,KCMI,University of Illinois Willard Airport,40.0392,-88.2781
US,Illinois,CPS,KCPS,St. Louis Downtown Airport,38.5707,-90.1562
US,Illinois,DEC,KDEC,Decatur Airport,39.8346,-88.8657
US,Illinois,DNV,KDNV,Vermilion Regional Airport,40.1992,-87.5959
US,Illinois,DPA,KDPA,DuPage Airport,41.9078,-88.2486
US,Illinois,DVN,KDVN,Davenport Municipal Airport,41.6103,-90.5883
US,Illinois,ENL,KENL,Centralia Municipal Airport,38.5151,-89.0911
US,Illinois,EOK,KEOK,Keokuk Municipal Airport,40.4599,-91.4285
US,Illinois,FEP,KFEP,Albertus Airport,42.2462,-89.582
US,Illinois,GBG,KGBG,Galesburg Municipal Airport,40.938,-90.4311
US,Illinois,GRE,KGRE,Greenville Airport,38.8362,-89.3784
US,Illinois,HSB,KHSB,Harrisburg-Raleigh Airport,37.8113,-88.5503
US,Illinois,IJX,KIJX,Jacksonville Municipal Airport,39.7707,-90.238
US,Illinois,IKK,KIKK,Greater Kankakee Airport,41.0714,-87.8463
US,Illinois,JOT,KJOT,Joliet Regional Airport,41.5178,-88.1755
US,Illinois,LOT,KLOT,Lewis University Airport,41.6073,-88.0962
US,Illinois,LWV,KLWV,Lawrenceville-Vincennes International Airport,38.7643,-87.6055
US,Illinois,MDH,KMDH,Southern Illinois Airport,37.7781,-89.252
US,Illinois,MDW,KMDW,Chicago Midway International Airport,41.7861,-87.7525
US,Illinois,MLI,KMLI,Quad City International Airport,41.4485,-90.5075
US,Illinois,MQB,KMQB,Macomb Municipal Airport,40.5201,-90.6524
US,Illinois,MTO,KMTO,Coles County Memorial Airport,39.4779,-88.2792
US,Illinois,MVN,KMVN,Mount Vernon Airport,38.3219,-88.8535
US,Illinois,MWA,KMWA,Williamson County Regional Airport,37.755,-89.0111
US,Illinois,OLY,KOLY,Olney-Noble Airport,38.7207,-88.1749
US,Illinois,ORD,KORD,Chicago O'Hare International Airport,41.9786,-87.9047
US,Illinois,PIA,KPIA,General Wayne A. Downing Peoria International Airport,40.6642,-89.6933
US,Illinois,RFD,KRFD,Chicago Rockford International Airport,42.1953,-89.0972
US,Illinois,SAR,KSAR,Sparta Community Airport (Hunter Field),38.1489,-89.6987
US,Illinois,SLO,KSLO,Salem-Leckrone Airport,38.6429,-88.9642
US,Illinois,SPI,KSPI,Abraham Lincoln Capital Airport,39.8441,-89.6779
US,Illinois,SQI,KSQI,Whiteside County Airport (Jos. H. Bittorf Field),41.7428,-89.6763
US,Illinois,UGN,KUGN,Waukegan National Airport,42.4222,-87.8679
US,Illinois,UIN,KUIN,Quincy Regional Airport (Baldwin Field),39.9427,-91.1946
US,Illinois,VLA,KVLA,Vandalia Municipal Airport,38.9915,-89.1662
US,Illinois,VYS,KVYS,Illinois Valley Regional Airport (Walter A. Duncan Field),41.3519,-89.1531
US,Indiana,AID,KAID,Anderson Municipal Airport (Darlington Field),40.1086,-85.613
US,Indiana,ANQ,KANQ,Tri-State Steuben County Airport,41.6397,-85.0835
US,Indiana,BFR,KBFR,Virgil I. Grissom Municipal Airport,38.84,-86.4454
US,Indiana,BMG,KBMG,Monroe County Airport,39.146,-86.6167
US,Indiana,CEV,KCEV,Mettel Field,39.6985,-85.1297
US,Indiana,CLU,KBAK,Columbus Municipal Airport,39.2619,-85.8963
US,Indiana,EKI,KEKM,Elkhart Municipal Airport,41.7194,-86.0032
US,Indiana,EVV,KEVV,Evansville Regional Airport,38.037,-87.5324
US,Indiana,FRH,KFRH,French Lick Municipal Airport,38.5062,-86.6369
US,Indiana,FWA,KFWA,Fort Wayne International Airport,40.9785,-85.1951
US,Indiana,GBI,VOGB,Kalaburagi Airport,26.6319,-78.3592
US,Indiana,GFD,KGFD,Pope Field,39.7903,-85.7361
US,Indiana,GSH,KGSH,Goshen Municipal Airport,41.5264,-85.7929
US,Indiana,GUS,KGUS,Grissom Air Reserve Base,40.6481,-86.1521
US,Indiana,HLB,KHLB,Hillenbrand Industries Airport,39.3445,-85.2583
US,Indiana,HNB,KHNB,Huntingburg Airport,38.249,-86.9537
US,Indiana,IND,KIND,Indianapolis International Airport,39.7173,-86.2944
US,Indiana,KKT,,Kentland Municipal Airport,40.7587,-87.4282
US,Indiana,LAF,KLAF,Purdue University Airport,40.4123,-86.9369
US,Indiana,LPO,KPPO,La Porte Municipal Airport,41.5725,-86.7345
US,Indiana,MDN,KIMS,Madison Municipal Airport,38.7589,-85.4655
US,Indiana,MGC,KMGC,Michigan City Municipal Airport,41.7033,-86.8212
US,Indiana,MIE,KMIE,Delaware County Regional Airport,40.2423,-85.3959
US,Indiana,MZZ,KMZZ,Marion Municipal Airport,40.4899,-85.6797
US,Indiana,OKK,KOKK,Kokomo Municipal Airport,40.5282,-86.059
US,Indiana,OTN,,Ed-Air Airport,38.8514,-87.4997
US,Indiana,PLY,,Plymouth Municipal Airport,41.3651,-86.3005
US,Indiana,RCR,KRCR,Fulton County Airport,41.0656,-86.1817
US,Indiana,RID,KRID,Richmond Municipal Airport,39.7572,-84.8428
US,Indiana,RNZ,KRZL,Jasper County Airport,40.9479,-87.1826
US,Indiana,SBN,KSBN,South Bend International Airport,41.7087,-86.3173
US,Indiana,SER,KSER,Freeman Municipal Airport,38.9236,-85.9074
US,Indiana,SIV,KSIV,Sullivan County Airport,39.1147,-87.4483
US,Indiana,SMD,KSMD,Smith Field,41.1434,-85.1528
US,Indiana,VPZ,KVPZ,Porter County Regional Airport,41.454,-87.0071
US,Iowa,AIO,KAIO,Atlantic Municipal Airport,41.4073,-95.0469
US,Iowa,ALO,KALO,Waterloo Regional Airport,42.5571,-92.4003
US,Iowa,AMW,KAMW,Ames Municipal Airport,41.992,-93.6218
US,Iowa,AXG,KAXA,Algona Municipal Airport,43.0779,-94.272
US,Iowa,BNW,KBNW,Boone Municipal Airport,42.0496,-93.8476
US,Iowa,BRL,KBRL,Southeast Iowa Regional Airport,40.7832,-91.1255
US,Iowa,CBF,KCBF,Council Bluffs Municipal Airport,41.2592,-95.7606
US,Iowa,CCY,KCCY,Northeast Iowa Regional Airport,43.0726,-92.6108
US,Iowa,CID,KCID,The Eastern Iowa Airport,41.8847,-91.7108
US,Iowa,CIN,KCIN,Arthur N. Neu Airport,42.0462,-94.789
US,Iowa,CSQ,KCSQ,Creston Municipal Airport,41.0214,-94.3633
US,Iowa,CWI,KCWI,Clinton Municipal Airport,41.8311,-90.3291
US,Iowa,DBQ,KDBQ,Dubuque Regional Airport,42.402,-90.7095
US,Iowa,DEH,KDEH,Decorah Municipal Airport,43.2755,-91.7394
US,Iowa,DNS,KDNS,Denison Municipal Airport,41.9864,-95.3807
US,Iowa,DSM,KDSM,Des Moines International Airport,41.534,-93.6631
US,Iowa,EBS,KEBS,Webster City Municipal Airport,42.4366,-93.8689
US,Iowa,EFW,KEFW,Jefferson Municipal Airport,42.0102,-94.3426
US,Iowa,EST,KEST,Estherville Municipal Airport,43.4074,-94.7464
US,Iowa,FFL,KFFL,Fairfield Municipal Airport,41.0533,-91.9789
US,Iowa,FMS,KFSW,Fort Madison Municipal Airport,40.6593,-91.3268
US,Iowa,FOD,KFOD,Fort Dodge Regional Airport,42.5515,-94.1926
US,Iowa,FXY,KFXY,Forest City Municipal Airport,43.2347,-93.6241
US,Iowa,HPT,KHPT,Hampton Municipal Airport,42.7237,-93.2263
US,Iowa,HUD,,Humboldt Municipal Airport,42.7361,-94.2452
US,Iowa,ICL,KICL,Schenck Field,40.7218,-95.0264
US,Iowa,IDG,KIDG,Ida Grove Municipal Airport,42.3325,-95.445
US,Iowa,IFA,KIFA,Iowa Falls Municipal Airport,42.4708,-93.27
US,Iowa,IOW,KIOW,Iowa City Municipal Airport,41.6392,-91.5465
US,Iowa,LRJ,KLRJ,Le Mars Municipal Airport,42.778,-96.1937
US,Iowa,MCW,KMCW,Mason City Municipal Airport,43.1578,-93.3313
US,Iowa,MIW,KMIW,Marshalltown Municipal Airport,42.1128,-92.9178
US,Iowa,MPZ,KMPZ,Mount Pleasant Municipal Airport,40.9466,-91.5111
US,Iowa,MUT,KMUT,Muscatine Municipal Airport,41.3678,-91.1482
US,Iowa,MXO,KMXO,Monticello Regional Airport,42.2263,-91.1635
US,Iowa,OMA,KOMA,Eppley Airfield,41.3032,-95.8941
US,Iowa,OOA,KOOA,Oskaloosa Municipal Airport,41.0048,-93.3096
US,Iowa,OTM,KOTM,Ottumwa Regional Airport,41.1066,-92.4479
US,Iowa,POH,KPOH,Pocahontas Municipal Airport,36.2456,-90.9553
US,Iowa,PRO,KPRO,Perry Municipal Airport,41.828,-94.1599
US,Iowa,RTL,,Spirit Lake Municipal Airport,43.3875,-95.1392
US,Iowa,SLB,KSLB,Storm Lake Municipal Airport,42.5973,-95.2407
US,Iowa,SPW,KSPW,Spencer Municipal Airport,43.1655,-95.2028
US,Iowa,SUX,KSUX,Sioux Gateway Airport (Colonel Bud Day Field),42.4026,-96.3844
US,Iowa,TNU,KTNU,Newton Municipal Airport,41.6744,-93.0217
US,Iowa,UKN,,Waukon Municipal Airport,43.2805,-91.4695
US,Kansas,ANY,KANY,Anthony Municipal Airport,37.1585,-98.0796
US,Kansas,BEC,KBEC,Beech Factory Airport,37.6945,-97.215
US,Kansas,CBK,KCBK,Colby Municipal Airport (Shalz Field),39.4275,-101.047
US,Kansas,CEA,KCEA,Cessna Aircraft Field,37.6486,-97.2506
US,Kansas,CFV,KCFV,Coffeyville Municipal Airport,37.094,-95.5719
US,Kansas,CNK,KCNK,Blosser Municipal Airport,39.5493,-97.6523
US,Kansas,CNU,KCNU,Chanute Martin Johnson Airport,37.6688,-95.4851
US,Kansas,DDC,KDDC,Dodge City Regional Airport,37.7634,-99.9656
US,Kansas,EDK,KEQA,Captain Jack Thomas/El Dorado Airport,37.7741,-96.8176
US,Kansas,EMP,KEMP,Emporia Municipal Airport,38.3321,-96.1912
US,Kansas,EWK,KEWK,Newton City/County Airport,38.0582,-97.2745
US,Kansas,FLV,KFLV,Sherman Army Airfield,39.3683,-94.9147
US,Kansas,FOE,KFOE,Topeka Regional Airport,38.9509,-95.6636
US,Kansas,FRI,KFRI,Marshall Army Airfield,39.0553,-96.7645
US,Kansas,FSK,KFSK,Fort Scott Municipal Airport,37.7984,-94.7694
US,Kansas,GBD,KGBD,Great Bend Municipal Airport,38.3443,-98.8592
US,Kansas,GCK,KGCK,Garden City Regional Airport,37.9275,-100.724
US,Kansas,GLD,KGLD,Goodland Municipal Airport (Renner Field),39.3706,-101.699
US,Kansas,HLC,KHLC,Hill City Municipal Airport,39.3788,-99.8315
US,Kansas,HUT,KHUT,Hutchinson Municipal Airport,38.0655,-97.8606
US,Kansas,HYS,KHYS,Hays Regional Airport,38.8422,-99.2732
US,Kansas,IAB,KIAB,McConnell Air Force Base,37.6219,-97.2682
US,Kansas,ICT,KICT,Wichita Dwight D. Eisenhower National Airport,37.6499,-97.4331
US,Kansas,IDP,KIDP,Independence Municipal Airport,37.1584,-95.7784
US,Kansas,JCI,KIXD,New Century AirCenter,38.8309,-94.8903
US,Kansas,LBL,KLBL,Liberal Mid-America Regional Airport,37.0442,-100.96
US,Kansas,LWC,KLWC,Lawrence Regional Airport,39.0112,-95.2166
US,Kansas,LYO,KLYO,Lyons-Rice County Municipal Airport,38.3428,-98.2269
US,Kansas,MHK,KMHK,Manhattan Regional Airport,39.141,-96.6708
US,Kansas,MPR,KMPR,McPherson Airport,38.3524,-97.6913
US,Kansas,OJC,KOJC,Johnson County Executive Airport,38.8476,-94.7376
US,Kansas,PPF,KPPF,Tri-City Airport,37.3299,-95.5062
US,Kansas,PTS,KPTS,Atkinson Municipal Airport,37.4478,-94.7311
US,Kansas,PTT,KPTT,Pratt Regional Airport,37.7016,-98.7469
US,Kansas,RSL,KRSL,Russell Municipal Airport,38.8721,-98.8118
US,Kansas,SLN,KSLN,Salina Regional Airport,38.791,-97.6522
US,Kansas,TOP,KTOP,Philip Billard Municipal Airport,39.0687,-95.6225
US,Kansas,WLD,KWLD,Strother Field,37.1686,-97.0376
US,Kentucky,BRY,KBRY,Samuels Field,37.8143,-85.4996
US,Kentucky,BWG,KBWG,Bowling Green-Warren County Regional Airport,36.9645,-86.4197
US,Kentucky,CEY,KCEY,Murray-Calloway County Airport,36.6646,-88.3728
US,Kentucky,CVG,KCVG,Cincinnati/Northern Kentucky International Airport,39.0488,-84.6678
US,Kentucky,EKX,KEKX,Elizabethtown Regional Airport (Addington Field),37.686,-85.925
US,Kentucky,FFT,KFFT,Capital City Airport,38.1825,-84.9047
US,Kentucky,FTK,KFTK,Godman Army Airfield,37.9071,-85.9721
US,Kentucky,GLW,KGLW,Glasgow Municipal Airport,37.0318,-85.9537
US,Kentucky,HOP,KHOP,Campbell Army Airfield,36.6686,-87.4962
US,Kentucky,LEX,KLEX,Blue Grass Airport,38.0365,-84.6059
US,Kentucky,LOU,KLOU,Bowman Field,38.228,-85.6637
US,Kentucky,LOZ,KLOZ,London-Corbin Airport (Magee Field),37.0822,-84.0849
US,Kentucky,OWB,KOWB,Owensboro-Daviess County Airport,37.7401,-87.1668
US,Kentucky,PAH,KPAH,Barkley Regional Airport,37.0608,-88.7738
US,Kentucky,PVL,KPBX,Pike County Airport,37.5618,-82.5664
US,Kentucky,SDF,KSDF,Louisville International Airport (Standiford Field),38.1744,-85.736
US,Kentucky,SME,KSME,Lake Cumberland Regional Airport,37.0534,-84.6159
US,Louisiana,AEX,KAEX,Alexandria International Airport,31.3274,-92.5498
US,Louisiana,ARA,KARA,Acadiana Regional Airport,30.0378,-91.8839
US,Louisiana,BAD,KBAD,Barksdale Air Force Base,32.5018,-93.6627
US,Louisiana,BCS,,Southern Seaplane Airport,29.8661,-90.0222
US,Louisiana,BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field),30.5332,-91.1496
US,Louisiana,BXA,KBXA,George R. Carr Memorial Air Field,30.8137,-89.865
US,Louisiana,CWF,KCWF,Chennault International Airport,30.2106,-93.1432
US,Louisiana,DRI,KDRI,Beauregard Regional Airport,30.8317,-93.3399
US,Louisiana,DTN,KDTN,Shreveport Downtown Airport,32.5402,-93.745
US,Louisiana,ESF,KESF,Esler Airfield (Esler Regional Airport),31.3949,-92.2958
US,Louisiana,HUM,KHUM,Houma-Terrebonne Airport,29.5665,-90.6604
US,Louisiana,LCH,KLCH,Lake Charles Regional Airport,30.1261,-93.2233
US,Louisiana,LFT,KLFT,Lafayette Regional Airport,30.2053,-91.9876
US,Louisiana,MLU,KMLU,Monroe Regional Airport,32.5109,-92.0377
US,Louisiana,MSY,KMSY,Louis Armstrong New Orleans International Airport,29.9934,-90.258
US,Louisiana,NBG,KNBG,NAS JRB New Orleans (Alvin Callender Field),29.8253,-90.035
US,Louisiana,NEW,KNEW,Lakefront Airport,30.0424,-90.0283
US,Louisiana,OPL,KOPL,St. Landry Parish Airport (Ahart Field),30.5584,-92.0994
US,Louisiana,POE,KPOE,Polk Army Airfield,31.0448,-93.1917
US,Louisiana,PTN,KPTN,Harry P. Williams Memorial Airport,29.7095,-91.339
US,Louisiana,RSN,KRSN,Ruston Regional Airport,32.5144,-92.5917
US,Louisiana,SHV,KSHV,Shreveport Regional Airport,32.4466,-93.8256
US,Louisiana,UCE,,Eunice Airport,30.4663,-92.4238
US,Maine,AUG,KAUG,Augusta State Airport,44.3206,-69.7973
US,Maine,BGR,KBGR,Bangor International Airport,44.8074,-68.8281
US,Maine,BHB,KBHB,Hancock County-Bar Harbor Airport,44.45,-68.3615
US,Maine,CAR,KCAR,Caribou Municipal Airport,46.8715,-68.0179
US,Maine,FRY,KIZG,Eastern Slopes Regional Airport,43.9911,-70.9479
US,Maine,HUL,KHUL,Houlton International Airport,46.1231,-67.7921
US,Maine,ISS,KIWI,Wiscasset Airport,43.9614,-69.7126
US,Maine,LEW,KLEW,Auburn/Lewiston Municipal Airport,44.0485,-70.2835
US,Maine,LIZ,,Loring International Airport,46.9504,-67.8859
US,Maine,MLT,KMLT,Millinocket Municipal Airport,45.6478,-68.6856
US,Maine,NHZ,KBXM,Brunswick Executive Airport,43.8922,-69.9386
US,Maine,OLD,KOLD,Old Town Municipal Airport and Seaplane Base (Dewitt Field),44.9528,-68.6743
US,Maine,OWK,KOWK,Central Maine Airport of Norridgewock,44.7155,-69.8665
US,Maine,PNN,KPNN,Princeton Municipal Airport,45.2007,-67.5644
US,Maine,PQI,KPQI,Northern Maine Regional Airport at Presque Isle,46.689,-68.0448
US,Maine,PWM,KPWM,Portland International Jetport,43.6462,-70.3093
US,Maine,RKD,KRKD,Knox County Regional Airport,44.0601,-69.0992
US,Maine,SFM,KSFM,Sanford Seacoast Regional Airport,43.3939,-70.708
US,Maine,WFK,KFVE,Northern Aroostook Regional Airport,47.2855,-68.3128
US,Maine,WVL,KWVL,Waterville Robert LaFleur Airport,44.5332,-69.6755
US,Maryland,ADW,KADW,Andrews Field (Andrews Air Force Base),38.8108,-76.867
US,Maryland,ANP,KANP,Lee Airport,38.9429,-76.5684
US,Maryland,APG,KAPG,Phillips Army Airfield,39.4662,-76.1688
US,Maryland,BWI,KBWI,Baltimore/Washington International Airport,39.1753,-76.6683
US,Maryland,CBE,KCBE,Greater Cumberland Regional Airport,39.6154,-78.7609
US,Maryland,CGE,KCGE,Cambridge-Dorchester Airport,38.5393,-76.0304
US,Maryland,CGS,KCGS,College Park Airport,38.9806,-76.9223
US,Maryland,ESN,KESN,Easton Airport (Newnam Field),38.8042,-76.069
US,Maryland,FDK,KFDK,Frederick Municipal Airport,39.4176,-77.3743
US,Maryland,FME,KFME,Tipton Airport,39.0854,-76.7594
US,Maryland,GAI,KGAI,Montgomery County Airpark,39.1683,-77.166
US,Maryland,HGR,KHGR,Hagerstown Regional Airport (Richard A. Henson Field),39.7079,-77.7295
US,Maryland,LTW,,St. Mary's County Regional Airport (Captain Walter Francis Duke Regional Airport),38.3154,-76.5501
US,Maryland,MTN,KMTN,Martin State Airport,39.3257,-76.4138
US,Maryland,NHK,KNHK,NAS Patuxent River (Trapnell Field),38.286,-76.4118
US,Maryland,OCE,KOXB,Ocean City Municipal Airport,38.3104,-75.124
US,Maryland,SBY,KSBY,Salisbury-Ocean City-Wicomico Regional Airport,38.3405,-75.5103
US,Massachusetts,ACK,KACK,Nantucket Memorial Airport,41.2531,-70.0602
US,Massachusetts,ARE,TJAB,Antonio (Nery) Juarbe Pol Airport,18.45,-66.6753
US,Massachusetts,BAF,KBAF,Westfield-Barnes Regional Airport,42.1578,-72.7156
US,Massachusetts,BED,KBED,Laurence G. Hanscom Field,42.47,-71.289
US,Massachusetts,BOS,KBOS,Logan International Airport,42.3643,-71.0052
US,Massachusetts,BQN,TJBQ,Rafael Hernandez Airport,18.4949,-67.1294
US,Massachusetts,BVY,KBVY,Beverly Municipal Airport,42.5842,-70.9165
US,Massachusetts,CPX,TJCP,Benjamin Rivera Noriega Airport,18.3133,-65.3043
US,Massachusetts,EWB,KEWB,New Bedford Regional Airport,41.6761,-70.9569
US,Massachusetts,FAJ,TJFA,Diego Jimenez Torres Airport,18.3089,-65.6619
US,Massachusetts,FMH,KFMH,Otis Air National Guard Base,41.6584,-70.5214
US,Massachusetts,GBR,KGBR,Walter J. Koladza Airport,42.1842,-73.4032
US,Massachusetts,GDM,KGDM,Gardner Municipal Airport,42.55,-72.0161
US,Massachusetts,HUC,,Humacao Airport,18.1381,-65.8013
US,Massachusetts,HYA,KHYA,Barnstable Municipal Airport (Boardman/Polando Field),41.6693,-70.2804
US,Massachusetts,LWM,KLWM,Lawrence Municipal Airport,42.7172,-71.1234
US,Massachusetts,MAZ,TJMZ,Eugenio Maria de Hostos Airport,18.2557,-67.1485
US,Massachusetts,MMN,,Minute Man Air Field,42.4618,-71.5184
US,Massachusetts,MVY,KMVY,Martha's Vineyard Airport,41.3931,-70.6143
US,Massachusetts,MXG,,Marlboro Airport,42.3432,-71.509
US,Massachusetts,NRR,TJRV,Jose Aponte de la Torre Airport,18.2453,-65.6434
US,Massachusetts,ORH,KORH,Worcester Regional Airport,42.2673,-71.8757
US,Massachusetts,OWD,KOWD,Norwood Memorial Airport,42.1905,-71.1729
US,Massachusetts,PMX,,Metropolitan Airport,42.2233,-72.3114
US,Massachusetts,PSF,KPSF,Pittsfield Municipal Airport,42.4268,-73.2929
US,Massachusetts,PVC,KPVC,Provincetown Municipal Airport,42.0719,-70.2214
US,Massachusetts,PYM,KPYM,Plymouth Municipal Airport,41.909,-70.7288
US,Massachusetts,UWA,,Ware Airport,42.282,-72.2148
US,Massachusetts,VQS,TJVQ,Antonio Rivera Rodriguez Airport,18.1348,-65.4936
US,Michigan,ACB,KACB,Antrim County Airport,44.9886,-85.1984
US,Michigan,ADG,KADG,Lenawee County Airport,41.8677,-84.0773
US,Michigan,AMN,KAMN,Gratiot Community Airport,43.3221,-84.688
US,Michigan,APN,KAPN,Alpena County Regional Airport,45.0781,-83.5603
US,Michigan,ARB,KARB,Ann Arbor Municipal Airport,42.223,-83.7456
US,Michigan,AZO,KAZO,Kalamazoo/Battle Creek International Airport,42.2349,-85.5521
US,Michigan,BEH,KBEH,Southwest Michigan Regional Airport,42.1286,-86.4285
US,Michigan,BTL,KBTL,W. K. Kellogg Airport,42.3073,-85.2515
US,Michigan,CAD,KCAD,Wexford County Airport,44.2753,-85.4189
US,Michigan,CIU,KCIU,Chippewa County International Airport,46.2508,-84.4724
US,Michigan,CMX,KCMX,Houghton County Memorial Airport,47.1684,-88.4891
US,Michigan,DRE,KDRM,Drummond Island Airport,46.0093,-83.7439
US,Michigan,DTW,KDTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
US,Michigan,ECA,,Iosco County Airport,44.3128,-83.4223
US,Michigan,ESC,KESC,Delta County Airport,45.7227,-87.0937
US,Michigan,FNT,KFNT,Bishop International Airport,42.9654,-83.7436
US,Michigan,GDW,KGDW,Gladwin Zettel Memorial Airport,43.9706,-84.475
US,Michigan,GLR,KGLR,Gaylord Regional Airport,45.0135,-84.7036
US,Michigan,GRR,KGRR,Gerald R. Ford International Airport,42.8808,-85.5228
US,Michigan,HAI,KHAI,Three Rivers Municipal Airport (Dr. Haines Flying Field),41.9598,-85.5934
US,Michigan,HLM,KHLM,Park Township Airport,42.7959,-86.162
